"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response","id"
"4751","5","1655380450305","16/06/2022 11:54:10","1655380450194","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0-quantised","5","10gyt4yw"
"4752","6","1655380450305","16/06/2022 11:54:10","1655380450194","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0","2","10gyt4yw"
"4753","7","1655380450305","16/06/2022 11:54:10","1655380450194","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0-quantised","2","10gyt4yw"
"4754","8","1655380450305","16/06/2022 11:54:10","1655380450194","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0","4","10gyt4yw"
"4755","9","1655380450305","16/06/2022 11:54:10","1655380450195","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0-quantised","4","10gyt4yw"
"4756","10","1655380450305","16/06/2022 11:54:10","1655380450195","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0","4","10gyt4yw"
"4757","11","1655380450305","16/06/2022 11:54:10","1655380450195","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0-quantised","4","10gyt4yw"
"4758","12","1655380450305","16/06/2022 11:54:10","1655380450195","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0","4","10gyt4yw"
"4759","13","1655380450305","16/06/2022 11:54:10","1655380450195","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0-quantised","4","10gyt4yw"
"4760","14","1655380450305","16/06/2022 11:54:10","1655380450195","1","16/06/2022 12:54:10","90347","5","questionnaire-wvjl",NA,"22527985","10gyt4yw","6634242",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","END QUESTIONNAIRE","40840","10gyt4yw"
"4761","1","1656081485467","24/06/2022 14:38:05","1656081485367","1","24/06/2022 15:38:05","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","BEGIN QUESTIONNAIRE",NA,"rl6qzzwk"
"4762","2","1656081562746","24/06/2022 14:39:22","1656081562623","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0","4","rl6qzzwk"
"4763","3","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0-quantised","4","rl6qzzwk"
"4764","4","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0","4","rl6qzzwk"
"4765","5","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0-quantised","4","rl6qzzwk"
"4766","6","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0","3","rl6qzzwk"
"4767","7","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0-quantised","3","rl6qzzwk"
"4768","8","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0","4","rl6qzzwk"
"4769","9","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0-quantised","4","rl6qzzwk"
"4770","10","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0","4","rl6qzzwk"
"4771","11","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0-quantised","4","rl6qzzwk"
"4772","12","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0","4","rl6qzzwk"
"4773","13","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0-quantised","4","rl6qzzwk"
"4774","14","1656081562812","24/06/2022 14:39:22","1656081562625","1","24/06/2022 15:39:22","90347","5","questionnaire-wvjl",NA,"22763660","rl6qzzwk","6679632",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","END QUESTIONNAIRE","77258","rl6qzzwk"
"4775","1","1656504901448","29/06/2022 12:15:01","1656504901335","1","29/06/2022 13:15:01","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","BEGIN QUESTIONNAIRE",NA,"yuxt0mr0"
"4776","2","1656504931394","29/06/2022 12:15:31","1656504931318","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0","4","yuxt0mr0"
"4777","3","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0-quantised","4","yuxt0mr0"
"4778","4","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0","5","yuxt0mr0"
"4779","5","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0-quantised","5","yuxt0mr0"
"4780","6","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0","5","yuxt0mr0"
"4781","7","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0-quantised","5","yuxt0mr0"
"4782","8","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0","3","yuxt0mr0"
"4783","9","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0-quantised","3","yuxt0mr0"
"4784","10","1656504931485","29/06/2022 12:15:31","1656504931319","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0","3","yuxt0mr0"
"4785","11","1656504931485","29/06/2022 12:15:31","1656504931320","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0-quantised","3","yuxt0mr0"
"4786","12","1656504931485","29/06/2022 12:15:31","1656504931320","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0","5","yuxt0mr0"
"4787","13","1656504931485","29/06/2022 12:15:31","1656504931320","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0-quantised","5","yuxt0mr0"
"4788","14","1656504931485","29/06/2022 12:15:31","1656504931320","1","29/06/2022 13:15:31","90347","5","questionnaire-wvjl",NA,"22854170","yuxt0mr0","6701094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","END QUESTIONNAIRE","29985","yuxt0mr0"
"4789","1","1656513455619","29/06/2022 14:37:35","1656513455526","1","29/06/2022 15:37:35","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","BEGIN QUESTIONNAIRE",NA,"el4g7vqv"
"4790","2","1656513496180","29/06/2022 14:38:16","1656513496140","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0","4","el4g7vqv"
"4791","3","1656513496530","29/06/2022 14:38:16","1656513496141","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0-quantised","4","el4g7vqv"
"4792","4","1656513496530","29/06/2022 14:38:16","1656513496141","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0","4","el4g7vqv"
"4793","5","1656513496530","29/06/2022 14:38:16","1656513496141","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0-quantised","4","el4g7vqv"
"4794","6","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0","3","el4g7vqv"
"4795","7","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0-quantised","3","el4g7vqv"
"4796","8","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0","5","el4g7vqv"
"4797","9","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0-quantised","5","el4g7vqv"
"4798","10","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0","5","el4g7vqv"
"4799","11","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0-quantised","5","el4g7vqv"
"4800","12","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0","5","el4g7vqv"
"4801","13","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0-quantised","5","el4g7vqv"
"4802","14","1656513496530","29/06/2022 14:38:16","1656513496142","1","29/06/2022 15:38:16","90347","5","questionnaire-wvjl",NA,"22857856","el4g7vqv","6701983",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","END QUESTIONNAIRE","40616","el4g7vqv"
"4803","1","1656517869400","29/06/2022 15:51:09","1656517869299","1","29/06/2022 16:51:09","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","BEGIN QUESTIONNAIRE",NA,"0latiljl"
"4804","2","1656517908805","29/06/2022 15:51:48","1656517908732","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0","1","0latiljl"
"4805","3","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_similarity-0-quantised","1","0latiljl"
"4806","4","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0","6","0latiljl"
"4807","5","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0-quantised","6","0latiljl"
"4808","6","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0","4","0latiljl"
"4809","7","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_competent-0-quantised","4","0latiljl"
"4810","8","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0","4","0latiljl"
"4811","9","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_art_knowledge-0-quantised","4","0latiljl"
"4812","10","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0","4","0latiljl"
"4813","11","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_rational-0-quantised","4","0latiljl"
"4814","12","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0","5","0latiljl"
"4815","13","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_friendly-0-quantised","5","0latiljl"
"4816","14","1656517908845","29/06/2022 15:51:48","1656517908734","1","29/06/2022 16:51:48","90347","5","questionnaire-wvjl",NA,"22860535","0latiljl","6702557",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","END QUESTIONNAIRE","39435","0latiljl"
"4817","1","1657035102484","05/07/2022 15:31:42","1657035102383","1","05/07/2022 16:31:42","90347","5","questionnaire-wvjl",NA,"22952603","yrqlg96p","6728739",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","BEGIN QUESTIONNAIRE",NA,"yrqlg96p"
"4818","2","1657035136653","05/07/2022 15:32:16","1657035136587","1","05/07/2022 16:32:16","90347","5","questionnaire-wvjl",NA,"22952603","yrqlg96p","6728739",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0","5","yrqlg96p"
"4819","3","1657035136720","05/07/2022 15:32:16","1657035136589","1","05/07/2022 16:32:16","90347","5","questionnaire-wvjl",NA,"22952603","yrqlg96p","6728739",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence - Maria baseline","6","Yes (except first)","Maria-rating_attractiveness-0-quantised","5","yrqlg96p"
