"","Participant_Public_ID","Task_Name","Screen_Name","Zone_Name","Response","Hint"
"3386","rl6qzzwk","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3393","yuxt0mr0","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left."""
"3394","yuxt0mr0","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left."""
"3395","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3396","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3398","yuxt0mr0","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3399","yuxt0mr0","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3400","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3401","yuxt0mr0","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3403","yuxt0mr0","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3404","yuxt0mr0","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3405","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3406","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3408","yuxt0mr0","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left."""
"3409","yuxt0mr0","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left."""
"3410","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3411","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3413","yuxt0mr0","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right this time."""
"3414","yuxt0mr0","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"3415","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3416","yuxt0mr0","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3418","yuxt0mr0","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left this time."""
"3419","yuxt0mr0","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left this time."""
"3420","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"3421","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left this time."""
"3423","yuxt0mr0","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right."""
"3424","yuxt0mr0","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right."""
"3425","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3426","yuxt0mr0","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3428","yuxt0mr0","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s right this time, I think."""
"3429","yuxt0mr0","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"3430","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"3431","yuxt0mr0","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s right this time, I think."""
"3433","yuxt0mr0","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3434","yuxt0mr0","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3435","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3436","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3438","yuxt0mr0","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3439","yuxt0mr0","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3440","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"3441","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose right this time."""
"3443","yuxt0mr0","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3444","yuxt0mr0","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3445","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3446","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3448","yuxt0mr0","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right."""
"3449","yuxt0mr0","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right."""
"3450","yuxt0mr0","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose right."""
"3451","yuxt0mr0","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose right."""
"3458","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left."""
"3459","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left."""
"3460","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3461","el4g7vqv","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3463","el4g7vqv","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right this time."""
"3464","el4g7vqv","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"3465","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"3466","el4g7vqv","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose right this time."""
"3468","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3469","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3470","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"3471","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s left this time, I think."""
"3473","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left."""
"3474","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left."""
"3475","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3476","el4g7vqv","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3478","el4g7vqv","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right this time."""
"3479","el4g7vqv","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"3480","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3481","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3483","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left this time."""
"3484","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left this time."""
"3485","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"3486","el4g7vqv","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left this time."""
"3488","el4g7vqv","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right."""
"3489","el4g7vqv","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right."""
"3490","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3491","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3493","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s right this time, I think."""
"3494","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s right this time, I think."""
"3495","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"3496","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s right this time, I think."""
"3498","el4g7vqv","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3499","el4g7vqv","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3500","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3501","el4g7vqv","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3503","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3504","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3505","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3506","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3508","el4g7vqv","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3509","el4g7vqv","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3510","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"3511","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s left this time, I think."""
"3513","el4g7vqv","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right."""
"3514","el4g7vqv","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right."""
"3515","el4g7vqv","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3516","el4g7vqv","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3523","0latiljl","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left."""
"3524","0latiljl","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left."""
"3525","0latiljl","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3526","0latiljl","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3528","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right this time."""
"3529","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"3530","0latiljl","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3531","0latiljl","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3533","0latiljl","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3534","0latiljl","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3535","0latiljl","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3536","0latiljl","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3538","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left."""
"3539","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left."""
"3540","0latiljl","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3541","0latiljl","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3543","0latiljl","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3544","0latiljl","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3545","0latiljl","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3546","0latiljl","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3548","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left this time."""
"3549","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"3550","0latiljl","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"3551","0latiljl","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left this time."""
"3553","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right."""
"3554","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right."""
"3555","0latiljl","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3556","0latiljl","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3558","0latiljl","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s right this time, I think."""
"3559","0latiljl","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s right this time, I think."""
"3560","0latiljl","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"3561","0latiljl","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s right this time, I think."""
"3563","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3564","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3565","0latiljl","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3566","0latiljl","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3568","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right this time."""
"3569","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"3570","0latiljl","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3571","0latiljl","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3573","0latiljl","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3574","0latiljl","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3575","0latiljl","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3576","0latiljl","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3578","0latiljl","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right."""
"3579","0latiljl","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right."""
"3580","0latiljl","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3581","0latiljl","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3588","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left."""
"3589","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left."""
"3590","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3591","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3593","yrqlg96p","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3594","yrqlg96p","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3595","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3596","yrqlg96p","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3598","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3599","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3600","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3601","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3603","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left."""
"3604","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left."""
"3605","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3606","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3608","yrqlg96p","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3609","yrqlg96p","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3610","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3611","yrqlg96p","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3613","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left this time."""
"3614","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"3615","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"3616","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left this time."""
"3618","yrqlg96p","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right."""
"3619","yrqlg96p","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right."""
"3620","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3621","yrqlg96p","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3623","yrqlg96p","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s right this time, I think."""
"3624","yrqlg96p","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s right this time, I think."""
"3625","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"3626","yrqlg96p","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s right this time, I think."""
"3628","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3629","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3630","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3631","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3633","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right this time."""
"3634","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"3635","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"3636","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose right this time."""
"3638","yrqlg96p","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3639","yrqlg96p","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3640","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3641","yrqlg96p","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3643","yrqlg96p","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right."""
"3644","yrqlg96p","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right."""
"3645","yrqlg96p","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3646","yrqlg96p","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3653","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left."""
"3654","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left."""
"3655","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3656","49puxoj7","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3658","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3659","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3660","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3661","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3663","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3664","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3665","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"3666","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s left this time, I think."""
"3668","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left."""
"3669","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left."""
"3670","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3671","49puxoj7","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3673","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3674","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3675","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3676","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3678","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left this time."""
"3679","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left this time."""
"3680","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"3681","49puxoj7","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left this time."""
"3683","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right."""
"3684","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right."""
"3685","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3686","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3688","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s right this time, I think."""
"3689","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s right this time, I think."""
"3690","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s right this time, I think."""
"3691","49puxoj7","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s right this time, I think."""
"3693","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3694","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3695","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"3696","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s left this time, I think."""
"3698","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3699","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3700","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3701","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3703","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s left this time, I think."""
"3704","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s left this time, I think."""
"3705","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"3706","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""It’s left this time, I think."""
"3708","49puxoj7","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right."""
"3709","49puxoj7","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right."""
"3710","49puxoj7","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right."""
"3711","49puxoj7","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right."""
"3718","jsk580jc","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose left."""
"3719","jsk580jc","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose left."""
"3720","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3721","jsk580jc","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3723","jsk580jc","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3724","jsk580jc","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3725","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3726","jsk580jc","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3728","jsk580jc","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""It’s left this time, I think."""
"3729","jsk580jc","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"3730","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"3731","jsk580jc","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s left this time, I think."""
"3733","jsk580jc","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left."""
"3734","jsk580jc","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left."""
"3735","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left."""
"3736","jsk580jc","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left."""
"3738","jsk580jc","Maze game_Maria&Lucile","Help","BethButton","Anna","""I'd choose right this time."""
"3739","jsk580jc","Maze game_Maria&Lucile","Anna","Zone2","Continue","""I'd choose right this time."""
"3740","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"3741","jsk580jc","Maze game_Maria&Lucile","Right","Zone2","Continue","""I'd choose right this time."""
"3743","jsk580jc","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose left this time."""
"3744","jsk580jc","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"3745","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"3746","jsk580jc","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose left this time."""
"3748","jsk580jc","Maze game_Maria&Lucile","Help","AnnaButton","Beth","""I'd choose right."""
"3749","jsk580jc","Maze game_Maria&Lucile","Claire","AdvanceAnna","Continue","""I'd choose right."""
"3750","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""I'd choose right."""
"3751","jsk580jc","Maze game_Maria&Lucile","Left","Continue","Continue","""I'd choose right."""
"3753","jsk580jc","Maze game_Maria&Lucile","Help","BethButton","Anna","""It’s right this time, I think."""
"3754","jsk580jc","Maze game_Maria&Lucile","Anna","Zone2","Continue","""It’s right this time, I think."""
"3755","jsk580jc","Maze game_Maria&Lucile","ChooseDoor","LeftButton","Left","""It’s right this time, I think."""
"3756","jsk580jc","Maze game_Maria&Lucile","Left","Continue","Continue","""It’s right this time, I think."""
